property_id,address,suburb,property_type,sale_price_aud,sale_date,bedrooms,bathrooms,parking_spaces,land_area_m2,building_area_reported_m2,living_area_reported_m2,total_area_reported_m2,other_area_reported_m2,area_notes,property_notes,source_url,collected_date,verification_status,student_checked,quality_flags,analysis_scope,split,property_type_group,sale_month_index,parking_missing,bathrooms_per_bedroom,land_area_clean_m2,log1p_land_area,land_area_missing,living_area_missing,total_area_missing,aircon_mentioned,study_mentioned,outdoor_mentioned,pool_mentioned,pool_nonoperating_mentioned,renovation_mentioned
PEN003,28 Cooper Street,Penrith,House,1060000,2026-08-07,3,2,1.0,657.6,,,,,Land explicitly labelled; no building area captured.,Detached retreat described; retain advertised counts without inventing extra bedrooms.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151309356,2026-09-17,detail_page,pending,,standard_sample,development,House,19,0,0.6666666666666666,657.6,6.490116369942264,0,1,1,0,0,0,0,0,0
PEN004,178A Derby Street,Penrith,House,990000,2026-08-07,3,3,2.0,299.0,,,,,Land explicitly labelled.,Under-house storage and wine cellar described.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151656348,2026-09-17,indexed_detail_page,pending,,standard_sample,development,House,19,0,1.0,299.0,5.703782474656201,0,1,1,0,0,0,0,0,0
PEN005,16 Burrows Street,Penrith,House,870000,2026-08-04,2,2,1.0,,,,,,No area captured.,Built in 2016 per description; two bathrooms plus extra toilet.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151707028,2026-09-17,indexed_detail_page,pending,,standard_sample,development,House,19,0,1.0,,,1,1,1,0,0,0,0,0,0
PEN006,8 Cudgee Road,Penrith,House,802000,2026-07-29,4,2,1.0,,,,,,No area transcribed.,Solar and battery; deck; fireplace.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151444020,2026-09-17,detail_page,pending,,standard_sample,development,House,18,0,0.5,,,1,1,1,0,0,1,0,0,0
PEN007,3 Hornseywood Avenue,Penrith,House,1100000,2026-07-24,3,1,2.0,602.0,,,,,Individual land area explicitly reported.,Renovated bathroom; study; sunroom.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151448944,2026-09-17,detail_page,pending,,standard_sample,development,House,18,0,0.3333333333333333,602.0,6.401917196727186,0,1,1,0,1,0,0,0,1
PEN009,36 Pelsart Avenue,Penrith,House,1050000,2026-07-08,3,1,1.0,632.6,,,,,Individual land area explicitly reported.,Pool; air conditioning; renovated interiors.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151376684,2026-09-17,detail_page,pending,,standard_sample,development,House,18,0,0.3333333333333333,632.6,6.451417840500216,0,1,1,1,0,0,1,0,1
PEN010,29 Sydney Smith Drive,Penrith,House,1210000,2026-06-30,4,2,2.0,289.0,,,,,Individual land area explicitly reported.,Study; media room; air conditioning; balcony.,https://www.realestate.com.au/sold/property-house-nsw-penrith-150983380,2026-09-17,detail_page,pending,,standard_sample,development,House,17,0,0.5,289.0,5.66988092298052,0,1,1,1,1,1,0,0,0
PEN011,75 Empire Circuit,Penrith,House,1000000,2026-06-26,3,2,1.0,,,,,,No area transcribed.,Study; air conditioning; backyard; description mentions additional parking beyond header.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151332000,2026-09-17,detail_page,pending,parking_definition,standard_sample,development,House,17,0,0.6666666666666666,,,1,1,1,1,1,1,0,0,0
PEN012,38 Brown Street,Penrith,House,1025000,2026-06-19,3,1,2.0,588.0,,,,,Individual land area explicitly reported.,Original home; renovation opportunity; workshop.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151315536,2026-09-17,detail_page,pending,,standard_sample,heldout,House,17,0,0.3333333333333333,588.0,6.3784261836515865,0,1,1,0,0,0,0,0,1
PEN013,28 Rawson Avenue,Penrith,House,1215000,2026-06-15,4,2,2.0,498.0,,,,,Individual land area explicitly reported.,Solar; air conditioning; multiple living areas.,https://www.realestate.com.au/sold/property-house-nsw-penrith-150175032,2026-09-17,detail_page,pending,,standard_sample,heldout,House,17,0,0.5,498.0,6.212606095751519,0,1,1,1,0,0,0,0,0
PEN014,14 Arakoon Avenue,Penrith,House,1000000,2026-06-04,4,2,2.0,648.0,,,,,Individual land area explicitly reported.,Pool explicitly not operating; sunroom.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151139552,2026-09-17,detail_page,pending,nonoperating_pool,standard_sample,development,House,17,0,0.5,648.0,6.47543271670409,0,1,1,0,0,0,1,1,0
PEN015,42 Gascoigne Street,Penrith,House,910000,2026-06-02,3,1,1.0,,,,,,No area transcribed.,Air conditioning; new paint and flooring; original bathroom.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151118032,2026-09-17,detail_page,pending,,standard_sample,development,House,17,0,0.3333333333333333,,,1,1,1,1,0,0,0,0,1
PEN016,117 Kareela Avenue,Penrith,House,870000,2026-06-01,3,1,,657.6,,,,,Individual land area explicitly reported.,"Air conditioning; granny-flat potential only, not an existing dwelling.",https://www.realestate.com.au/sold/property-house-nsw-penrith-151036920,2026-09-17,detail_page,pending,,standard_sample,development,House,17,1,0.3333333333333333,657.6,6.490116369942264,0,1,1,1,0,0,0,0,0
PEN017,3 Vista Street,Penrith,House,1000000,2026-05-30,4,1,4.0,569.1,,,,,Individual land area explicitly reported.,R4 zoning and redevelopment potential claimed by agent; not independently verified.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151035444,2026-09-17,detail_page,pending,,standard_sample,development,House,16,0,0.25,569.1,6.3458117840375365,0,1,1,0,0,0,0,0,0
PEN018,43 Robert Street,Penrith,House,1020000,2026-05-27,3,1,2.0,733.0,,,,,Header 733; description 733.5.,R3 zoning and granny-flat potential claimed by agent.,https://www.realestate.com.au/sold/property-house-nsw-penrith-150627696,2026-09-17,detail_page,pending,area_rounding,standard_sample,development,House,16,0,0.3333333333333333,733.0,6.598509028614515,0,1,1,0,0,0,0,0,0
PEN019,25/132 Lethbridge Street,Penrith,Unit,460000,2026-08-28,2,1,1.0,,,,,,No area transcribed.,Renovated; communal pool; balcony; garage.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-151857640,2026-09-17,detail_page,pending,,standard_sample,heldout,Apartment,19,0,0.5,,,1,1,1,0,0,1,1,0,1
PEN020,10/53-55 King Street,Penrith,Unit,452000,2026-08-27,2,1,1.0,,,,,,No area transcribed.,Air conditioning; balcony; updated interiors.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-151849172,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,1,1,0,1,0,0,1
PEN021,9/13-19 Robert Street,Penrith,Unit,555000,2026-08-26,2,2,1.0,,,,,,No area transcribed.,Patio; air conditioning; modern finishes.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-151791156,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,1,0,0,0,0,0
PEN022,5/209 Derby Street,Penrith,Unit,450500,2026-08-24,2,1,1.0,,,,,,No area transcribed.,Balcony; air conditioning; carport.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-151936864,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,1,1,0,1,0,0,0
PEN023,102/1 Markham Avenue,Penrith,Unit,600000,2026-08-22,2,2,1.0,,,,108.0,,Total area; not internal-only.,Balcony; lift; communal rooftop.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-151806552,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,0,0,0,1,0,0,0
PEN024,6/132 Coreen Avenue,Penrith,Townhouse,850000,2026-08-19,3,2,2.0,,,,,191.0,Land-labelled 191 for strata townhouse; individual lot scope unresolved.,Air conditioning; backyard.,https://www.realestate.com.au/sold/property-townhouse-nsw-penrith-151761636,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Townhouse,19,0,0.6666666666666666,,,1,1,1,1,0,1,0,0,0
PEN025,1/9-11 Thurston Street,Penrith,Townhouse,720000,2026-08-19,3,1,1.0,,,,,,No area transcribed.,Air conditioning; courtyard; balcony.,https://www.realestate.com.au/sold/property-townhouse-nsw-penrith-151782340,2026-09-17,detail_page,pending,,standard_sample,development,Townhouse,19,0,0.3333333333333333,,,1,1,1,1,0,1,0,0,0
PEN026,10/83-85 Union Road,Penrith,Apartment,600000,2026-08-17,2,2,1.0,,,,,,No area transcribed.,Three air conditioners; balcony; gas kitchen.,https://www.realestate.com.au/sold/property-apartment-nsw-penrith-151716076,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,1,0,1,0,0,0
PEN028,2/165-169 Derby Street,Penrith,Unit,510000,2026-08-17,2,1,1.0,,,,,,No area transcribed.,Renovated within two years per agent; air conditioning; balcony.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-151158192,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,1,1,0,1,0,0,1
PEN029,1/29 Lethbridge Street,Penrith,Unit,567000,2026-08-14,2,2,1.0,,,,116.0,,Total includes balcony and parking.,Study; air conditioning.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-150811352,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,0,1,1,0,0,0,0
PEN030,2/12 Thurston Street,Penrith,Apartment,510000,2026-08-12,2,1,1.0,,,,,,No area transcribed.,Renovated; balcony; extra powder room not counted as full bathroom.,https://www.realestate.com.au/sold/property-apartment-nsw-penrith-151635148,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,1,0,0,1,0,0,1
PEN031,5/90-92 Cox Avenue,Penrith,Townhouse,820000,2026-08-11,3,2,2.0,,,,,,No area transcribed.,Air conditioning; yard.,https://www.realestate.com.au/sold/property-townhouse-nsw-penrith-151815156,2026-09-17,detail_page,pending,,standard_sample,development,Townhouse,19,0,0.6666666666666666,,,1,1,1,1,0,1,0,0,0
PEN032,203/1 Markham Avenue,Penrith,Apartment,595000,2026-08-10,2,2,1.0,,,,,,No area transcribed.,Balcony; lift; communal rooftop; advertised 950 m to hospital.,https://www.realestate.com.au/sold/property-apartment-nsw-penrith-151850280,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,0,0,1,0,0,0
PEN033,408/10B Premiership Avenue,Penrith,Apartment,640000,2026-08-06,1,1,1.0,,,,,96.0,Land-labelled 96 for apartment; scope unconfirmed.,Top floor; large study; communal pool and gym.,https://www.realestate.com.au/sold/property-apartment-nsw-penrith-151305192,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,0,1,0,1,0,0
PEN034,17/171 Derby Street,Penrith,Unit,440000,2026-08-28,2,1,1.0,,,,,,No area transcribed.,Rear of complex; original bathroom; balcony; single carport.,https://www.realestate.com.au/sold/property-unit-nsw-penrith-151859972,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,1,0,0,1,0,0,0
